日期,姓名,年龄,工资,邮箱,手机号,地址,部门,产品编码,订单金额,客户评分,物流时效,评价数量
2024-04-05,王五,30,18035,user460@example.com,15479860461,北京市朝阳区建国路40号,技术部,PRD6174,4173.67,82.1,15.8,91
2024-11-24,钱七,46,17771,user693@example.com,19555752263,北京市朝阳区建国路18号,销售部,PRD1395,3016.25,84.6,6.9,104
2024-12-13,张三,25,5686,user712@example.com,15652307787,北京市朝阳区建国路49号,技术部,PRD7340,2682.45,93.4,16.0,100
2025-04-07,钱七,39,10463,user827@example.com,15612835045,北京市朝阳区建国路35号,技术部,PRD3632,6096.71,100,24.7,97
2023-02-08,王	五,44,13577,user38@example.com,15934248128,北京市朝阳区建国路31号,人事部,PRD8295,2772.3,82.7,7.7,97
2024-04-15,孙八,54,13190,user470@example.com,13275237903,北京市朝阳区建国路77号,市场部,PRD5751,1456.29,80.5,37.6,90
2025-07-18,吴十,25,9904,user929@example.com,15260961150,北京市朝阳区建国路8号,人事部,PRD6300,1070.18,86.8,4.4,97
2025-07-14,张三,59,13601,user925@example.com,19136161049,北京市朝阳区建国路6号,市场部,PRD5696,5811.61,71.4,16.2,82
2024-02-20,钱七,53,7667,user415@example.com,15314845168,北京市朝阳区建国路73号,市场部,PRD9288,5174.47,87.2,35.2,76
2024-03-28,孙八,27,12206,user452@example.com,17215051477,北京市朝阳区建国路94号,技术部,PRD7352,4137.18,86.4,28.5,117
2025-07-01,周九,59,14299,user912@example.com,15716450990,北京市朝阳区建国路70号,人事部,PRD8433,5630.55,79.8,9.1,107
2023-03-07,吴十,27,7713,user@com,19482017865,北京市朝阳区建国路20号,技术部,PRD6288,2974.93,78.9,26.4,87
2024-01-02,吴十,49,13901,user366@example.com,17247535650,北京市朝阳区建国路14号,人事部,PRD6830,1010.41,84.0,40.9,110
2025-01-16,孙八,45,6098,user746@example.com,13833742579,北京市朝阳区建国路47号,人事部,PRD7757,790.67,77.2,20.3,102
2023-09-09,孙八,44,13041,user251@example.com,17822037592,北京市朝阳区建国路87号,销售部,PRD6360,2552.06,91.1,12.1,113
2025-05-26,钱七,43,17236,user876@example.com,19591079218,北京市朝阳区建国路14号,市场部,PRD6113,4445.09,81.4,39.4,112
2025-01-11,赵六,24,5038,user741@example.com,18795121868,北京市朝阳区建国路41号,销售部,PRD6798,2993.14,90.2,83.5,101
2023-12-07,张三,42,11667,user340@example.com,13843159518,北京市朝阳区建国路33号,市场部,PRD1090,2304.04,84.4,23.2,103
2024-08-05,吴十,50,14175,user582@example.com,19972318210,北京市朝阳区建国路1号,技术部,PRD2972,3090.1,97.0,4.6,91
2023-01-25,钱七,41,12112,user24@example.com,19780684765,北京市朝阳区建国路63号,技术部,PRD4569,2629.6,89.8,15.9,115
2023-07-30,李四,39,7106,user210@example.com,18880455680,北京市朝阳区建国路65号,人事部,PRD9602,6078.0,150,18.0,114
2024-02-27,赵六,23,9278,user422@example.com,13656828740,北京市朝阳区建国路44号,销售部,PRD3388,2750.16,79.7,0.3,88
2024-02-15,钱七,56,10392,user410@example.com,19677480449,北京市朝阳区建国路53号,技术部,PRD5755,5333.03,78.9,11.8,106
2023-10-25,孙八,56,9150,user297@example.com,15965179632,北京市朝阳区建国路32号,市场部,PRD7147,1130.27,79.7,41.2,99
2024-03-08,李四,31,12564,user432@example.com,18676338365,北京市朝阳区建国路21号,市场部,PRD3363,1535.45,78.6,2.5,102
2023-09-07,钱七,39,17875,user249@example.com,18548510273,北京市朝阳区建国路54号,市场部,PRD2949,3363.36,69.6,27.3,116
2025-06-17,王五,54,5634,user898@example.com,18316264782,北京市朝阳区建国路12号,人事部,PRD2050,4025.48,71.3,17.1,115
2025-03-24,钱七,30,19790,user813@example.com,17682338518,北京市朝阳区建国路74号,技术部,PRD2153,7381.21,88.0,40.3,81
2023-12-30,周九,59,10604,user363@example.com,17574754943,北京市朝阳区建国路16号,市场部,PRD2454,2874.41,100,10.2,95
2023-07-06,李四,51,9841,user186@example.com,15780065864,北京市朝阳区建国路88号,销售部,PRD4200,9172.62,89.1,8.7,103
2024-04-29,张三,54,9388,user484@example.com,17560408959,北京市朝阳区建国路16号,市场部,PRD9058,1566.12,83.1,37.9,89
2023-11-25,李四,54,17312,user328@example.com,19446691004,北京市朝阳区建国路94号,技术部,PRD3471,10966.12,84.7,0.3,105
2024-03-17,钱七,59,8241,user441@example.com,15716203421,北京市朝阳区建国路89号,市场部,PRD7494,1838.08,83.1,43.3,114
2025-05-27,周九,57,6949,user877@example.com,17998410596,北京市朝阳区建国路86号,销售部,PRD9738,3838.94,89.2,16.9,106
2024-10-20,钱七,20,5294,user658@example.com,18593967766,北京市朝阳区建国路15号,技术部,PRD9500,4457.25,95.4,3.6,102
2023-12-12,王五,51,11960,user345@example.com,17274326238,北京市朝阳区建国路77号,技术部,PRD1920,4703.37,74.6,5.5,97
2023-09-14,孙八,37,5645,user256@example.com,17369248720,北京市朝阳区建国路44号,市场部,PRD7331,3215.79,88.3,15.0,98
2023-02-24,孙八,25,,user54@example.com,19552282050,北京市朝阳区建国路31号,市场部,PRD5460,2124.84,80.1,8.2,94
2024-07-28,李四,56,14547,user574@example.com,19371210403,北京市朝阳区建国路40号,市场部,PRD6402,1879.04,72.1,22.7,98
2023-04-14,吴十,54,7065,user103@example.com,17321070596,北京市朝阳区建国路87号,技术部,prd_1234,8633.03,72.4,4.5,104
2024-10-17,吴十,40,13780,user655@example.com,17128444474,北京市朝阳区建国路40号,销售部,PRD7631,1505.23,89.2,28.7,79
2024-10-05,吴十,24,19870,user643@example.com,13310703345,北京市朝阳区建国路12号,市场部,PRD2355,4275.79,86.4,6.2,88
2025-02-09,孙八,22,12424,user770@example.com,19878023792,北京市朝阳区建国路90号,技术部,PRD2191,2470.47,94.0,26.0,104
2025-08-10,赵六,52,5306,user952@example.com,18961796737,北京市朝阳区建国路25号,人事部,PRD3071,984.65,69.2,5.9,106
2023-05-24,王五,47,13519,user143@example.com,17959466059,北京市朝阳区建国路43号,市场部,PRD2570,5938.33,88.9,10.3,90
2025-07-10,钱七,36,5899,user921@example.com,13564928852,北京市朝阳区建国路18号,销售部,PRD8380,3809.27,75.2,22.4,95
2023-06-30,李四,20,9177,user180@example.com,15116251207,北京市朝阳区建国路79号,技术部,PRD2813,2308.11,89.6,29.7,83
2025-06-15,钱七,33,13508,user896@example.com,18216834097,北京市朝阳区建国路4号,市场部,PRD4315,5085.91,99.0,12.7,100
2023-05-09,孙八,49,19422,user128@example.com,19247380667,北京市朝阳区建国路12号,技术部,PRD7930,3103.22,75.0,21.4,96
2023-04-10,钱七,52,13477,user99@example.com,19217623655,北京市朝阳区建国路1号,SALES,PRD9492,2165.44,94.2,27.3,97
2023-06-20,孙八,22,9425,user170@example.com,17721979599,北京市朝阳区建国路88号,人事部,PRD5752,3618.62,94.0,19.1,100
2025-03-30,张三,50,13712,user819@example.com,13995830841,北京市朝阳区建国路56号,市场部,PRD7434,2315.88,77.9,20.9,108
2023-08-06,王五,59,16472,user217@example.com,18407675638,北京市朝阳区建国路27号,销售部,PRD8909,2496.78,未评分,37.1,92
2023-05-11,周九,42,12643,user130@example.com,15563919810,北京市朝阳区建国路44号,技术部,PRD7895,1167.33,93.6,30.7,103
2023-05-17,赵六,51,17600,user136@example.com,17527981858,北京市朝阳区建国路7号,市场部,PRD3718,3943.63,100,38.1,111
2025-07-28,赵六,55,18612,user939@example.com,15235476663,北京市朝阳区建国路18号,技术部,PRD4209,1345.3,75.4,23.7,81
2024-05-30,赵六,24,18895,user515@example.com,17307033151,北京市朝阳区建国路49号,技术部,PRD1080,2013.72,100,19.0,115
2023-02-25,李四,23,,user55@example.com,15989666909,北京市朝阳区建国路14号,销售部,PRD6870,3330.01,99.4,21.3,94
2024-07-24,赵六,40,14179,user570@example.com,19858080629,北京市朝阳区建国路89号,技术部,PRD8327,4427.31,95.8,5.5,106
2025-05-07,钱七,22,11731,user857@example.com,18400276447,北京市朝阳区建国路69号,销售部,PRD6655,4078.6,74.2,70.5,91
2024-08-28,吴十,55,5317,user605@example.com,15593668738,北京市朝阳区建国路49号,技术部,PRD3753,3266.3,87.2,14.0,107
2025-08-13,李四,50,15181,user955@example.com,18309903357,北京市朝阳区建国路20号,技术部,PRD8960,2018.25,84.2,11.0,100
2024-01-21,吴十,58,12124,user385@example.com,13500743665,北京市朝阳区建国路58号,销售部,PRD5082,2018.27,70.9,21.4,110
2024-08-02,李四,37,14752,user579@example.com,17493320165,北京市朝阳区建国路59号,人事部,PRD4640,895.77,56.7,49.1,111
2023-04-27,钱七,33,9926,user116@example.com,17311345456,北京市朝阳区建国路7号,销售部,PRD8388,2602.2,76.3,6.0,108
2025-07-04,周九,57,13442,user915@example.com,15357861866,北京市朝阳区建国路37号,销售部,PRD1095,1313.47,85.8,31.0,99
2025-05-04,李四,30,18399,user854@example.com,18483489727,北京市朝阳区建国路28号,市场部,PRD5471,3137.53,97.8,25.1,102
2023-08-09,王五,47,7599,user220@example.com,18796307147,北京市朝阳区建国路56号,人事部,PRD9368,1629.57,86.7,0.1,108
2025-04-16,李四,34,15205,user836@example.com,18366036282,北京市朝阳区建国路81号,销售部,PRD1990,1552.55,75.8,20.0,106
2025-08-18,钱七,27,7920,user960@example.com,17907730165,北京市朝阳区建国路40号,人事部,PRD4407,3375.71,100,6.8,108
2023-07-04,张三,51,11035,user184@example.com,13595756515,北京市朝阳区建国路35号,技术部,PRD9456,5174.7,85.8,10.5,76
2024-08-06,李四,20,12291,user583@example.com,15256829638,北京市朝阳区建国路91号,销售部,PRD7074,3520.74,80.4,14.1,110
2025-01-20,周九,41,18998,user750@example.com,15449999419,北京市朝阳区建国路74号,市场部,PRD3124,2304.12,93.9,15.9,87
2024-08-25,张三,47,16303,user602@example.com,19915433637,北京市朝阳区建国路73号,市场部,PRD3590,1964.85,91.1,7.7,100
2023-02-12,赵六,150,13609,user42@example.com,15691293924,北京市朝阳区建国路86号,技术部,PRD4660,4598.24,78.9,22.8,93
2024-06-20,王五,38,7736,user536@example.com,17728820701,北京市朝阳区建国路13号,销售部,PRD2367,2947.68,94.1,38.7,86
2025-07-25,钱七,49,16787,user936@example.com,19818711260,北京市朝阳区建国路60号,技术部,PRD5813,5828.06,68.2,18.0,99
2025-02-21,李四,58,10390,user782@example.com,13889718635,北京市朝阳区建国路34号,技术部,PRD4764,2404.26,74.5,18.7,107
2024-08-22,钱七,55,10068,user599@example.com,13395095203,北京市朝阳区建国路61号,市场部,PRD3800,2196.5,86.7,16.0,106
2023-07-26,钱七,38,18591,user206@example.com,15329296473,北京市朝阳区建国路39号,销售部,PRD1483,待审核,74.1,24.2,93
2024-05-02,孙八,39,13896,user487@example.com,19803193773,北京市朝阳区建国路60号,销售部,PRD6698,1717.06,87.5,31.2,85
2024-02-26,张三,24,7983,user421@example.com,19714167488,北京市朝阳区建国路99号,技术部,PRD9628,3484.89,86.9,23.9,103
2023-05-22,李四,25,15682,user141@example.com,19979259944,北京市朝阳区建国路48号,销售部,PRD5693,1833.26,100,37.9,116
2023-11-02,李四,42,14977,user305@example.com,15649771273,北京市朝阳区建国路59号,技术部,PRD9416,5985.69,90.6,17.0,97
2024-11-10,钱七,34,10352,user679@example.com,19906765896,北京市朝阳区建国路80号,市场部,PRD5577,1641.54,77.4,27.3,109
2024-08-19,孙八,47,8020,user596@example.com,19232658096,北京市朝阳区建国路40号,销售部,PRD8220,5631.47,85.6,34.7,95
2023-03-11,周九,40,5966,user.@example.com,13595716045,北京市朝阳区建国路75号,人事部,PRD9185,5287.94,97.4,32.4,110
2025-09-09,张三,31,15971,user982@example.com,13244522251,北京市朝阳区建国路48号,人事部,PRD4265,5588.08,78.9,20.7,95
2025-08-27,钱七,55,18518,user969@example.com,18613520651,北京市朝阳区建国路39号,技术部,PRD8758,4904.16,86.3,16.1,89
2024-11-18,赵六,53,15276,user687@example.com,18691722139,北京市朝阳区建国路42号,人事部,PRD9848,4139.26,92.4,15.6,95
2023-08-07,吴十,20,7573,user218@example.com,15188475158,北京市朝阳区建国路100号,销售部,PRD6017,3298.02,95~100,23.7,114
2024-01-22,赵六,24,8157,user386@example.com,13152199379,北京市朝阳区建国路81号,市场部,PRD1103,3298.4,84.5,26.0,105
2023-03-23,李四,43,11704,user81@example.com,18236389106,北京市 朝阳区 建国路2号,人事部,PRD2093,9067.53,76.5,17.6,95
2025-04-13,钱七,49,9167,user833@example.com,19189631566,北京市朝阳区建国路16号,人事部,PRD7949,2225.34,76.3,8.9,112
2023-09-29,赵六,52,7681,user271@example.com,15685476796,北京市朝阳区建国路92号,市场部,PRD3567,1661.18,100,26.9,104
2023-04-01,张三,52,5951,user90@example.com,17873511507,北京市朝阳区建国路54号,Sales,PRD2508,2223.17,100,33.3,98
2025-02-20,吴十,36,15001,user781@example.com,18316292301,北京市朝阳区建国路9号,市场部,PRD9288,2570.32,92.2,24.5,132
2023-01-08,赵六,42,10732,user7@example.com,18323592243,北京市朝阳区建国路82号,市场部,PRD7779,2016.64,87.6,5.1,110
2023-12-03,王五,27,14650,user336@example.com,19132092678,北京市朝阳区建国路22号,人事部,PRD7538,1909.35,80.1,22.3,106
2023-08-23,周九,51,15849,user234@example.com,17573408468,北京市朝阳区建国路12号,技术部,PRD2929,2356.53,87.6,14.3,
2025-09-19,李四,23,10631,user992@example.com,18910595890,北京市朝阳区建国路53号,销售部,PRD5216,4182.91,89.7,37.5,107
2024-05-27,吴十,58,19899,user512@example.com,17298446750,北京市朝阳区建国路22号,市场部,PRD1839,1028.83,97.1,1.0,90
2024-01-30,王五,41,16122,user394@example.com,15644070113,北京市朝阳区建国路27号,销售部,PRD4547,5281.06,100,11.2,86
2023-10-21,吴十,49,16046,user293@example.com,18541486828,北京市朝阳区建国路94号,销售部,PRD3108,2417.31,100,21.6,120
2023-10-20,钱七,47,13378,user292@example.com,13498559314,北京市朝阳区建国路88号,人事部,PRD1721,2606.91,97.3,39.5,99
2025-07-26,王五,58,16148,user937@example.com,19373691500,北京市朝阳区建国路20号,市场部,PRD5454,7108.88,74.8,22.3,106
2023-10-05,李四,57,6386,user277@example.com,17491933460,北京市朝阳区建国路21号,技术部,PRD1368,2823.35,64.0,10.1,96
2024-09-21,钱七,40,7604,user629@example.com,13867604743,北京市朝阳区建国路15号,技术部,PRD3236,2750.21,85.2,10.4,111
2023-11-18,李四,36,10136,user321@example.com,19239105425,北京市朝阳区建国路65号,人事部,PRD6233,6561.33,91.2,2.4,101
2023-10-09,吴十,53,16555,user281@example.com,15936984123,北京市朝阳区建国路42号,销售部,PRD8473,2295.51,86.2,24.2,106
2024-01-19,吴十,20,17182,user383@example.com,15986002045,北京市朝阳区建国路2号,市场部,PRD7299,3121.63,93.5,39.1,98
2023-04-06,王五,28,15524,user95@example.com,19257984379,北京市朝阳区建国路11号,技术部门,PRD8143,2728.31,75.8,8.5,119
2023-04-11,吴十,42,12311,user100@example.com,19309839275,北京市朝阳区建国路44号,人事部,prd1234,1477.42,72.5,28.1,115
2025-08-24,钱七,46,17732,user966@example.com,19116087054,北京市朝阳区建国路50号,市场部,PRD4377,8136.14,89.4,12.3,102
2025-01-19,吴十,45,16393,user749@example.com,18791070549,北京市朝阳区建国路28号,技术部,PRD9917,2540.23,93.9,24.1,94
2023-05-29,吴十,44,12218,user148@example.com,17932084222,北京市朝阳区建国路8号,技术部,PRD3368,3313.85,71.8,21.0,90
2025-01-09,王五,25,12266,user739@example.com,19982848498,北京市朝阳区建国路2号,人事部,PRD5337,3330.39,80.0,20.5,124
2024-02-21,钱七,50,19523,user416@example.com,19205728922,北京市朝阳区建国路83号,技术部,PRD8178,5433.56,97.2,25.2,104
2025-06-11,周九,48,13619,user892@example.com,19245888768,北京市朝阳区建国路20号,市场部,PRD4861,2498.93,94.1,5.4,85
2025-01-21,周九,49,18261,user751@example.com,13837016288,北京市朝阳区建国路88号,技术部,PRD1106,4243.45,100,13.5,102
2023-03-08,王五,33,15395, user@example.com ,15641533865,北京市朝阳区建国路93号,市场部,PRD4186,2691.59,74.1,18.3,119
2025-03-10,赵六,38,11342,user799@example.com,18640703334,北京市朝阳区建国路34号,销售部,PRD4219,1681.83,72.5,23.6,100
2024-05-23,张三,55,18373,user508@example.com,17456960667,北京市朝阳区建国路12号,技术部,PRD2951,3737.83,85.9,2.8,94
2025-03-11,李四,56,19722,user800@example.com,13744315825,北京市朝阳区建国路79号,市场部,PRD6613,2335.03,86.8,8.6,96
2024-03-16,赵六,52,13930,user440@example.com,17894779818,北京市朝阳区建国路77号,人事部,PRD5090,1085.65,87.9,5.6,111
2025-05-18,周九,39,11047,user868@example.com,15463900008,北京市朝阳区建国路41号,销售部,PRD2421,4289.96,90.3,28.0,102
2025-08-20,李四,48,16163,user962@example.com,19685820784,北京市朝阳区建国路58号,市场部,PRD2299,1933.25,89.9,2.4,104
2024-09-08,周九,25,19060,user616@example.com,18821763407,北京市朝阳区建国路82号,技术部,PRD1372,1329.39,100,21.8,92
2024-04-10,张三,55,14454,user465@example.com,18235568025,北京市朝阳区建国路79号,市场部,PRD9322,3721.14,88.3,19.2,107
2024-07-06,孙八,38,17447,user552@example.com,19298548822,北京市朝阳区建国路1号,人事部,PRD6453,4818.63,100,36.4,101
2025-01-28,赵六,34,16645,user758@example.com,18548725892,北京市朝阳区建国路93号,销售部,PRD5874,3848.86,92.1,13.7,109
2025-04-19,李四,45,6389,user839@example.com,15948778990,北京市朝阳区建国路85号,人事部,PRD6115,1496.26,86.3,4.4,110
2023-04-24,李四,20,16485,user113@example.com,17352694597,北京市朝阳区建国路49号,销售部,PRD2391,2638.05,66.2,11.0,104
2025-04-27,钱七,39,7043,user847@example.com,18493676273,北京市朝阳区建国路74号,人事部,PRD7226,3933.31,100,43.3,97
2025-02-18,孙八,29,13984,user779@example.com,17415703440,北京市朝阳区建国路79号,销售部,PRD3147,2864.99,79.8,10.4,94
2023-02-13,张三,200,11490,user43@example.com,18208954021,北京市朝阳区建国路5号,市场部,PRD9844,2383.44,100,24.0,88
2023-01-04,张三,27,8797,user3@example.com,19867519511,北京市朝阳区建国路2号,技术部,PRD3961,6027.48,98.8,46.7,98
2024-12-20,赵六,30,7428,user719@example.com,19128493486,北京市朝阳区建国路73号,市场部,PRD1885,2463.58,86.1,47.1,94
2025-05-09,王五,25,8117,user859@example.com,18903682613,北京市朝阳区建国路51号,销售部,PRD5712,6911.62,75.5,25.1,106
2023-02-05,王Wu,58,6625,user35@example.com,13431007289,北京市朝阳区建国路10号,销售部,PRD9244,3007.35,71.2,21.2,120
2023-08-21,张三,24,15268,user232@example.com,13892092576,北京市朝阳区建国路72号,技术部,PRD2023,2582.83,78.0,14.8,hidden
2023-01-10,赵六,30,8417,user9@example.com,17216527183,北京市朝阳区建国路39号,技术部,PRD1520,4237.88,82.7,16.9,112
2023-02-17,吴十,25,14146,user47@example.com,18915276587,北京市朝阳区建国路86号,销售部,PRD6367,5216.36,93.6,10.2,113
2024-10-31,王五,45,17987,user669@example.com,18928476189,北京市朝阳区建国路73号,技术部,PRD5077,4372.26,90.7,62.8,101
2023-12-23,吴十,24,13407,user356@example.com,19864136848,北京市朝阳区建国路99号,市场部,PRD4046,3387.74,84.7,30.4,102
2024-08-16,孙八,57,13228,user593@example.com,13610986395,北京市朝阳区建国路15号,技术部,PRD7445,1662.16,78.4,21.6,97
2025-06-03,孙八,28,12014,user884@example.com,13321682626,北京市朝阳区建国路6号,销售部,PRD9057,3923.2,69.5,24.0,107
2023-12-15,吴十,44,5329,user348@example.com,15354256974,北京市朝阳区建国路40号,技术部,PRD5994,2476.19,77.3,14.9,100
2024-12-15,李四,32,9811,user714@example.com,17373122906,北京市朝阳区建国路83号,市场部,PRD1487,3018.55,55.9,32.3,102
2024-10-30,赵六,58,12009,user668@example.com,18386544386,北京市朝阳区建国路82号,销售部,PRD1609,1736.5,72.1,27.5,103
2024-07-13,周九,27,16352,user559@example.com,17174804593,北京市朝阳区建国路66号,技术部,PRD4448,1756.14,72.6,53.8,106
2023-05-12,钱七,58,15015,user131@example.com,19648023763,北京市朝阳区建国路17号,人事部,PRD6505,2170.19,82.7,15.8,97
2024-07-21,孙八,57,18239,user567@example.com,13148585130,北京市朝阳区建国路87号,技术部,PRD9416,3387.94,71.6,24.2,93
2024-03-14,王五,22,16713,user438@example.com,15900293266,北京市朝阳区建国路49号,市场部,PRD2395,2127.49,75.6,41.0,108
2025-05-23,钱七,28,11368,user873@example.com,19834169444,北京市朝阳区建国路87号,人事部,PRD4302,8752.78,89.5,8.9,107
2024-01-18,赵六,59,13592,user382@example.com,13195741918,北京市朝阳区建国路11号,技术部,PRD4854,2755.2,82.2,34.7,99
2024-01-26,周九,31,9430,user390@example.com,13617826860,北京市朝阳区建国路3号,技术部,PRD9849,2809.74,94.5,20.0,89
2025-08-31,李四,39,17080,user973@example.com,15668054759,北京市朝阳区建国路66号,人事部,PRD6327,7500.76,81.0,31.7,115
2023-02-19,赵六,invalid_age,18050,user49@example.com,17237264442,北京市朝阳区建国路4号,人事部,PRD5023,1036.41,84.5,2.4,93
2024-08-26,周九,47,14516,user603@example.com,19359421643,北京市朝阳区建国路74号,技术部,PRD7840,2331.88,86.6,28.2,88
2024-05-20,孙八,31,18613,user505@example.com,19987477546,北京市朝阳区建国路95号,人事部,PRD6578,2426.21,83.1,37.4,103
2023-11-16,王五,21,7120,user319@example.com,13296754359,北京市朝阳区建国路69号,市场部,PRD8037,5280.23,77.4,10.8,98
2025-02-07,张三,33,18698,user768@example.com,18942439192,北京市朝阳区建国路60号,技术部,PRD1677,7262.43,77.3,5.6,89
2024-06-06,王五,28,12274,user522@example.com,17304834777,北京市朝阳区建国路28号,技术部,PRD8443,2884.38,76.8,7.5,97
2023-05-08,李四,23,17256,user127@example.com,15365420085,北京市朝阳区建国路61号,市场部,PRD8516,2517.96,80.9,14.9,87
2024-12-29,李四,22,16186,user728@example.com,13150127692,北京市朝阳区建国路2号,技术部,PRD9180,1832.59,81.1,27.8,107
2024-04-07,张三,55,5271,user462@example.com,15980056075,北京市朝阳区建国路63号,市场部,PRD7428,4528.62,84.5,36.6,89
2024-11-11,周九,56,14439,user680@example.com,13531550697,北京市朝阳区建国路82号,人事部,PRD1006,640.72,95.5,35.4,90
invalid_date,周九,22,7872,user14@example.com,18109780172,北京市朝阳区建国路34号,市场部,PRD8040,3444.22,84.3,4.7,96
2023-08-03,王五,59,7768,user214@example.com,18849650221,北京市朝阳区建国路100号,技术部,PRD5913,3349.72,Excellent,20.4,97
2024-01-07,赵六,45,16918,user371@example.com,18514588022,北京市朝阳区建国路100号,人事部,PRD5624,5100.14,79.5,8.5,103
2024-04-30,张三,49,12832,user485@example.com,19917983136,北京市朝阳区建国路56号,销售部,PRD4382,3441.11,84.4,6.3,93
2025-01-17,王五,46,12027,user747@example.com,15775998221,北京市朝阳区建国路16号,人事部,PRD9492,7480.54,98.3,23.8,88
2024-06-22,周九,20,16362,user538@example.com,17644738815,北京市朝阳区建国路83号,人事部,PRD2515,5851.58,97.6,21.6,106
2024-07-03,周九,46,12312,user549@example.com,19765232662,北京市朝阳区建国路56号,人事部,PRD9774,4063.12,85.9,8.6,89
2023-07-31,钱七,51,13173,user211@example.com,17892607165,北京市朝阳区建国路84号,技术部,PRD6843,14097.29,-10,12.2,111
2023-03-31,李四,54,13058,user89@example.com,17710345407,北京市朝阳区建国路1号,市场部,PRD3987,7524.7,91.1,7.0,95
2023-04-25,王五,24,10797,user114@example.com,17877495095,北京市朝阳区建国路12号,人事部,PRD9699,1760.25,100,14.4,84
2024-06-25,赵六,26,19064,user541@example.com,18577063972,北京市朝阳区建国路13号,技术部,PRD2199,3805.61,87.0,1.3,113
2024-03-06,赵六,39,10468,user430@example.com,19264290267,北京市朝阳区建国路9号,技术部,PRD8186,1549.09,90.3,11.2,106
2023-04-21,孙八,56,10083,user110@example.com,19782102428,北京市朝阳区建国路19号,技术部,PRD7686,4720.4,95.2,28.2,77
2024-04-23,张三,51,6165,user478@example.com,13878439474,北京市朝阳区建国路3号,技术部,PRD8664,1858.14,83.2,17.2,100
2023-10-06,钱七,27,16968,user278@example.com,15670905157,北京市朝阳区建国路28号,技术部,PRD9127,3638.0,91.3,0.9,105
2023-12-13,王五,42,8004,user346@example.com,15666917516,北京市朝阳区建国路65号,人事部,PRD8445,3132.12,80.1,34.3,104
2024-06-09,吴十,57,7265,user525@example.com,13618551805,北京市朝阳区建国路82号,人事部,PRD4529,4390.2,74.4,32.0,98
2024-07-02,张三,58,15301,user548@example.com,18989407725,北京市朝阳区建国路7号,人事部,PRD9301,4605.73,83.8,2.1,104
2025-08-14,张三,55,12057,user956@example.com,15694659554,北京市朝阳区建国路14号,市场部,PRD9587,2835.4,100,14.8,87
2023-06-08,钱七,46,7538,user158@example.com,15166061942,北京市朝阳区建国路82号,人事部,PRD9487,4322.08,78.9,34.6,98
2024-05-08,李四,31,12511,user493@example.com,19822555054,北京市朝阳区建国路95号,销售部,PRD8114,4015.91,80.4,12.9,102
2024-02-09,吴十,45,14126,user404@example.com,18123124918,北京市朝阳区建国路17号,人事部,PRD6334,2144.72,99.8,21.0,104
2025-07-19,周九,22,12867,user930@example.com,17943642774,北京市朝阳区建国路67号,技术部,PRD1909,1525.51,89.0,11.6,100
2023-08-02,周九,52,9831,user213@example.com,13333558255,北京市朝阳区建国路94号,人事部,PRD5918,3624.52,100分,12.0,102
2024-12-28,吴十,51,17191,user727@example.com,15968223070,北京市朝阳区建国路78号,人事部,PRD5812,1621.24,67.5,9.5,98
2023-02-04,li si,28,5536,user34@example.com,18750891380,北京市朝阳区建国路1号,人事部,PRD2407,2750.64,77.1,17.3,102
2023-12-08,王五,34,7322,user341@example.com,18578350033,北京市朝阳区建国路67号,人事部,PRD5804,1967.56,89.8,28.3,97
2023.01.16,周九,59,14397,user12@example.com,17755240430,北京市朝阳区建国路4号,市场部,PRD9927,3587.82,75.8,55.1,92
2025-07-03,王五,51,17398,user914@example.com,15670608138,北京市朝阳区建国路34号,人事部,PRD4632,4492.4,89.3,49.8,100
2025-04-04,周九,50,11644,user824@example.com,13293017482,北京市朝阳区建国路96号,技术部,PRD6114,6257.08,76.0,35.2,105
2024-01-15,孙八,53,9873,user379@example.com,17374282422,北京市朝阳区建国路74号,人事部,PRD7420,1936.25,88.7,6.1,80
2024-11-01,张三,53,9543,user670@example.com,13284985498,北京市朝阳区建国路12号,销售部,PRD5540,2447.52,89.5,20.0,109
2024-02-28,周九,35,12126,user423@example.com,17632182789,北京市朝阳区建国路9号,市场部,PRD4869,4848.79,89.8,13.6,110
2024-09-10,吴十,24,14477,user618@example.com,15728403517,北京市朝阳区建国路19号,市场部,PRD2619,2240.08,79.4,50.2,104
2024-04-16,吴十,54,8430,user471@example.com,13490038411,北京市朝阳区建国路4号,人事部,PRD7006,3247.91,97.6,3.7,84
2024-10-26,吴十,53,6136,user664@example.com,15102469204,北京市朝阳区建国路64号,销售部,PRD5964,1769.06,100,4.4,101
2023-06-05,王五,58,10207,user155@example.com,13225749493,北京市朝阳区建国路6号,技术部,PRD9062,5127.44,85.6,3.2,93
2023-03-25,张三,27,14984,user83@example.com,18779949444,,销售部,PRD3178,4227.05,100,38.3,104
2024-11-27,钱七,52,18018,user696@example.com,18359733344,北京市朝阳区建国路12号,技术部,PRD4042,2410.47,85.4,15.1,91
2023-09-16,赵六,54,9263,user258@example.com,17456610124,北京市朝阳区建国路100号,销售部,PRD7091,1635.66,95.8,12.8,83
2023-12-28,孙八,49,16344,user361@example.com,13303914796,北京市朝阳区建国路40号,市场部,PRD6092,3019.32,88.0,6.6,87
2024-02-13,钱七,52,8561,user408@example.com,13547200184,北京市朝阳区建国路71号,销售部,PRD2894,6370.45,79.1,11.2,98
